Card ID,Card Name,Expansion,Collection No.,Stage/Type,Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,hp_int,retreat_int,moves_json,move_count
689,Yveltal,MEG,88,Basic Pokemon,,,,110,{D},{L},{F},,110,,"[{""card_id"": ""689"", ""move_name"": ""Clutch"", ""cost"": ""{D}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""During your opponent’s next turn, the Defending Pokemon can’t retreat.""}, {""card_id"": ""689"", ""move_name"": ""Dark Feather"", ""cost"": ""{D}{D}●"", ""damage"": ""110"", ""damage_int"": 110, ""effect"": """"}]",2
690,Nickit,MEG,89,Basic Pokemon,,,,70,{D},{G},,1,70,1,"[{""card_id"": ""690"", ""move_name"": ""Darkness Fang"", ""cost"": ""{D}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
691,Thievul,MEG,90,Stage 1 Pokemon,,,Nickit,120,{D},{G},,1,120,1,"[{""card_id"": ""691"", ""move_name"": ""Greedy Hunt"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""You may draw cards until you have 6 cards in your hand.""}, {""card_id"": ""691"", ""move_name"": ""Pitch-Black Fangs"", ""cost"": ""{D}●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",2
692,Shroodle,MEG,91,Basic Pokemon,,,,60,{D},{F},,1,60,1,"[{""card_id"": ""692"", ""move_name"": ""Poison Jab"", ""cost"": ""{D}●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""Your opponent’s Active Pokemon is now Poisoned.""}]",1
693,Grafaiai,MEG,92,Stage 1 Pokemon,,,Shroodle,100,{D},{F},,1,100,1,"[{""card_id"": ""693"", ""move_name"": ""Miraculous Paint"", ""cost"": ""{D}●"", ""damage"": ""90"", ""damage_int"": 90, ""effect"": ""Flip a coin. If heads, choose a Special Condition. Your opponent’s Active Pokemon is now affected by that Special Condition.""}]",1
694,Steelix,MEG,93,Stage 1 Pokemon,,,Onix,200,{M},{R},{G},4,200,4,"[{""card_id"": ""694"", ""move_name"": ""Welcoming Tail"", ""cost"": ""●●"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": ""If you have exactly 6 Prize cards remaining, this attack does 200 more damage.""}, {""card_id"": ""694"", ""move_name"": ""Skull Bash"", ""cost"": ""{M}{M}●●"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": """"}]",2
695,Mega Mawile ex,MEG,94,Basic Pokemon,Mega Pokemon ex,,,270,{M},{R},{G},2,270,2,"[{""card_id"": ""695"", ""move_name"": ""Gobble Down"", ""cost"": ""{M}{M}"", ""damage"": ""80×"", ""damage_int"": 80, ""effect"": ""This attack does 80 damage for each Prize card you have taken.""}, {""card_id"": ""695"", ""move_name"": ""Huge Bite"", ""cost"": ""{M}{M}●"", ""damage"": ""260"", ""damage_int"": 260, ""effect"": ""If your opponent’s Active Pokemon already has any damage counters on it, this attack’s base damage is 30.""}]",2
696,Dialga,MEG,95,Basic Pokemon,,,,140,{M},{R},{G},2,140,2,"[{""card_id"": ""696"", ""move_name"": ""Beam"", ""cost"": ""{M}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""696"", ""move_name"": ""Chrono Burst"", ""cost"": ""{M}{M}●"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": ""You may shuffle all Energy attached to this Pokemon into your deck and have this attack do 80 more damage.""}]",2
697,Tinkatink,MEG,96,Basic Pokemon,,,,70,{M},{R},{G},1,70,1,"[{""card_id"": ""697"", ""move_name"": ""Beat"", ""cost"": ""{M}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
698,Tinkatuff,MEG,97,Stage 1 Pokemon,,,Tinkatink,90,{M},{R},{G},2,90,2,"[{""card_id"": ""698"", ""move_name"": ""[Ability] Haphazard Hammer"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, when you play this Pokemon from your hand to evolve 1 of your Pokemon, you may use this Ability. Flip a coin. If heads, discard an Energy from your opponent’s Active Pokemon.""}, {""card_id"": ""698"", ""move_name"": ""Light Punch"", ""cost"": ""{M}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
699,Tinkaton,MEG,98,Stage 2 Pokemon,,,Tinkatuff,160,{M},{R},{G},2,160,2,"[{""card_id"": ""699"", ""move_name"": ""Windup Swing"", ""cost"": ""{M}"", ""damage"": ""-240"", ""damage_int"": null, ""effect"": ""This attack does 60 less damage for each Energy attached to your opponent’s Active Pokemon.""}]",1
700,Gholdengo,MEG,99,Stage 1 Pokemon,,,Gimmighoul,130,{M},{R},{G},2,130,2,"[{""card_id"": ""700"", ""move_name"": ""All-You-Can-Grab"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Flip a coin until you get tails. Search your deck for a number of cards up to the number of heads and put them into your hand. Then, shuffle your deck.""}, {""card_id"": ""700"", ""move_name"": ""Speed Attack"", ""cost"": ""{M}●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": """"}]",2
701,Spearow,MEG,102,Basic Pokemon,,,,60,{C},{L},{F},1,60,1,"[{""card_id"": ""701"", ""move_name"": ""Pluck"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Before doing damage, discard all Pokemon Tools from your opponent’s Active Pokemon.""}]",1
702,Fearow,MEG,103,Stage 1 Pokemon,,,Spearow,100,{C},{L},{F},1,100,1,"[{""card_id"": ""702"", ""move_name"": ""Repeating Drill"", ""cost"": ""●"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""Flip 5 coins. This attack does 30 damage for each heads.""}]",1
703,Miltank,MEG,106,Basic Pokemon,,,,120,{C},{F},,2,120,2,"[{""card_id"": ""703"", ""move_name"": ""Bellyful of Milk"", ""cost"": ""●●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Flip 2 coins. If both of them are heads, heal all damage from 1 of your Pokemon.""}, {""card_id"": ""703"", ""move_name"": ""Tackle"", ""cost"": ""●●●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",2
704,Yungoos,MEG,109,Basic Pokemon,,,,70,{C},{F},,1,70,1,"[{""card_id"": ""704"", ""move_name"": ""Collect"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw a card.""}, {""card_id"": ""704"", ""move_name"": ""Gnaw"", ""cost"": ""●●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
705,Gumshoos,MEG,110,Stage 1 Pokemon,,,Yungoos,100,{C},{F},,1,100,1,"[{""card_id"": ""705"", ""move_name"": ""[Ability] Evidence Gathering"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may use this Ability. Switch a card from your hand with the top card of your deck.""}, {""card_id"": ""705"", ""move_name"": ""Bite"", ""cost"": ""●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
706,Tangela,MEG,6,Basic Pokemon,,,,80,{G},{R},,2,80,2,"[{""card_id"": ""706"", ""move_name"": ""Poison Powder"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Your opponent’s Active Pokemon is now Poisoned.""}, {""card_id"": ""706"", ""move_name"": ""Hook"", ""cost"": ""{G}●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
707,Tangrowth,MEG,7,Stage 1 Pokemon,,,Tangela,150,{G},{R},,4,150,4,"[{""card_id"": ""707"", ""move_name"": ""Absorb"", ""cost"": ""{G}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Heal 30 damage from this Pokemon.""}, {""card_id"": ""707"", ""move_name"": ""Pumped-Up Whip"", ""cost"": ""{G}{G}●●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""If this Pokemon has at least 2 extra Energy attached (in addition to this attack’s cost), this attack does 140 more damage.""}]",2
708,Chikorita,MEG,8,Basic Pokemon,,,,70,{G},{R},,1,70,1,"[{""card_id"": ""708"", ""move_name"": ""Razor Leaf"", ""cost"": ""{G}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
709,Bayleef,MEG,9,Stage 1 Pokemon,,,Chikorita,110,{G},{R},,2,110,2,"[{""card_id"": ""709"", ""move_name"": ""Push Down"", ""cost"": ""{G}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""Switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)""}]",1
710,Meganium,MEG,10,Stage 2 Pokemon,,,Bayleef,160,{G},{R},,2,160,2,"[{""card_id"": ""710"", ""move_name"": ""[Ability] Wild Growth"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each Basic {G} Energy attached to all of your Pokemon provides {G}{G} Energy. The effect of Wild Growth doesn’t stack.""}, {""card_id"": ""710"", ""move_name"": ""Solar Beam"", ""cost"": ""{G}{G}●●"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": """"}]",2
711,Shuckle,MEG,11,Basic Pokemon,,,,80,{G},{R},,1,80,1,"[{""card_id"": ""711"", ""move_name"": ""[Ability] Fermented Juice"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, if this Pokemon has any {G} Energy attached, you may use this Ability. Heal 30 damage from 1 of your Pokemon.""}, {""card_id"": ""711"", ""move_name"": ""Rollout"", ""cost"": ""{G}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
712,Nincada,MEG,16,Basic Pokemon,,,,50,{G},{R},,1,50,1,"[{""card_id"": ""712"", ""move_name"": ""Scratch"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
713,Ninjask,MEG,17,Stage 1 Pokemon,,,Nincada,80,{G},{R},,,80,,"[{""card_id"": ""713"", ""move_name"": ""[Ability] Cast-Off Shell"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, when you play this Pokemon from your hand to evolve 1 of your Pokemon, you may use this Ability. Search your deck for a Shedinja and put it onto your Bench. Then, shuffle your deck.""}, {""card_id"": ""713"", ""move_name"": ""U-turn"", ""cost"": ""{G}●"", ""damage"": ""90"", ""damage_int"": 90, ""effect"": ""Switch this Pokemon with 1 of your Benched Pokemon.""}]",2
714,Dhelmise,MEG,18,Basic Pokemon,,,,120,{G},{R},,2,120,2,"[{""card_id"": ""714"", ""move_name"": ""Earthen Power"", ""cost"": ""{G}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""If you have a Stadium in play, this attack does 50 more damage.""}]",1
715,Litleo,MEG,23,Basic Pokemon,,,,70,{R},{W},,2,70,2,"[{""card_id"": ""715"", ""move_name"": ""Flare"", ""cost"": ""{R}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",1
716,Pyroar,MEG,24,Stage 1 Pokemon,,,Litleo,130,{R},{W},,2,130,2,"[{""card_id"": ""716"", ""move_name"": ""[Ability] Intimidating Fang"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is in the Active Spot, attacks used by your opponent’s Active Pokemon do 30 less damage (before applying Weakness and Resistance).""}, {""card_id"": ""716"", ""move_name"": ""Searing Flame"", ""cost"": ""{R}●●"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": ""Your opponent’s Active Pokemon is now Burned.""}]",2
717,Sizzlipede,MEG,29,Basic Pokemon,,,,80,{R},{W},,2,80,2,"[{""card_id"": ""717"", ""move_name"": ""Ram"", ""cost"": ""{R}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""717"", ""move_name"": ""Combustion"", ""cost"": ""{R}{R}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
718,Centiskorch,MEG,30,Stage 1 Pokemon,,,Sizzlipede,140,{R},{W},,3,140,3,"[{""card_id"": ""718"", ""move_name"": ""Coiling Crush"", ""cost"": ""●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""Flip 2 coins. For each heads, discard an Energy from your opponent’s Active Pokemon.""}, {""card_id"": ""718"", ""move_name"": ""Heat Crawler"", ""cost"": ""{R}{R}●●"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": """"}]",2
719,Chi-Yu,MEG,31,Basic Pokemon,,,,110,{R},{W},,1,110,1,"[{""card_id"": ""719"", ""move_name"": ""Scorching Earth"", ""cost"": ""{R}"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": ""If your opponent has a Stadium in play, discard it. If you do, your opponent can’t play any Stadium cards from their hand during their next turn.""}]",1
720,Mantine,MEG,32,Basic Pokemon,,,,110,{W},{L},,1,110,1,"[{""card_id"": ""720"", ""move_name"": ""Call for Family"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.""}, {""card_id"": ""720"", ""move_name"": ""Waterfall"", ""cost"": ""{W}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
721,Kyogre,MEG,34,Basic Pokemon,,,,150,{W},{L},,3,150,3,"[{""card_id"": ""721"", ""move_name"": ""Riptide"", ""cost"": ""{W}"", ""damage"": ""20×"", ""damage_int"": 20, ""effect"": ""This attack does 20 damage for each Basic {W} Energy card in your discard pile. Then, shuffle those cards into your deck.""}, {""card_id"": ""721"", ""move_name"": ""Swirling Waves"", ""cost"": ""{W}{W}●"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": ""Discard 2 Energy from this Pokemon.""}]",2
722,Snover,MEG,35,Basic Pokemon,,,,90,{W},{M},,3,90,3,"[{""card_id"": ""722"", ""move_name"": ""Beat"", ""cost"": ""{W}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""722"", ""move_name"": ""Icy Snow"", ""cost"": ""{W}{W}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
723,Mega Abomasnow ex,MEG,36,Stage 1 Pokemon,Mega Pokemon ex,,Snover,350,{W},{M},,4,350,4,"[{""card_id"": ""723"", ""move_name"": ""Hammer-lanche"", ""cost"": ""{W}{W}"", ""damage"": ""100×"", ""damage_int"": 100, ""effect"": ""Discard the top 6 cards of your deck, and this attack does 100 damage for each Basic {W} Energy card that you discarded in this way.""}, {""card_id"": ""723"", ""move_name"": ""Frost Barrier"", ""cost"": ""{W}{W}{W}"", ""damage"": ""200"", ""damage_int"": 200, ""effect"": ""During your opponent’s next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).""}]",2
724,Clauncher,MEG,37,Basic Pokemon,,,,80,{W},{L},,2,80,2,"[{""card_id"": ""724"", ""move_name"": ""Wave Splash"", ""cost"": ""{W}{W}"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",1
725,Clawitzer,MEG,38,Stage 1 Pokemon,,,Clauncher,130,{W},{L},,2,130,2,"[{""card_id"": ""725"", ""move_name"": ""[Ability] Fall Back to Reload"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, when this Pokemon moves from the Active Spot to your Bench, you may use this Ability. Attach up to 2 Basic {W} Energy cards from your hand to this Pokemon.""}, {""card_id"": ""725"", ""move_name"": ""Aqua Launcher"", ""cost"": ""{W}{W}{W}"", ""damage"": ""210"", ""damage_int"": 210, ""effect"": ""Discard all Energy from this Pokemon.""}]",2
726,Sobble,MEG,39,Basic Pokemon,,,,70,{W},{L},,1,70,1,"[{""card_id"": ""726"", ""move_name"": ""Surprise Attack"", ""cost"": ""{W}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Flip a coin. If tails, this attack does nothing.""}]",1
727,Drizzile,MEG,40,Stage 1 Pokemon,,,Sobble,100,{W},{L},,1,100,1,"[{""card_id"": ""727"", ""move_name"": ""Double Stab"", ""cost"": ""{W}"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""Flip 2 coins. This attack does 30 damage for each heads.""}]",1
728,Inteleon,MEG,41,Stage 2 Pokemon,,,Drizzile,150,{W},{L},,1,150,1,"[{""card_id"": ""728"", ""move_name"": ""Bring Down"", ""cost"": ""{W}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Choose a Pokemon in play (yours or your opponent’s) that has the least HP remaining, except for this Pokemon, and it is Knocked Out.""}, {""card_id"": ""728"", ""move_name"": ""Water Shot"", ""cost"": ""{W}"", ""damage"": ""110"", ""damage_int"": 110, ""effect"": ""Discard an Energy from this Pokemon.""}]",2
729,Snom,MEG,42,Basic Pokemon,,,,50,{W},{M},,1,50,1,"[{""card_id"": ""729"", ""move_name"": ""Hide"", ""cost"": ""{W}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokemon.""}]",1
730,Frosmoth,MEG,43,Stage 1 Pokemon,,,Snom,110,{W},{M},,2,110,2,"[{""card_id"": ""730"", ""move_name"": ""Chilling Wings"", ""cost"": ""{W}"", ""damage"": """", ""damage_int"": null, ""effect"": ""This attack does 20 damage to each of your opponent’s Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.) Your opponent’s Active Pokemon is now Asleep.""}]",1
731,Eiscue,MEG,44,Basic Pokemon,,,,110,{W},{M},,1,110,1,"[{""card_id"": ""731"", ""move_name"": ""Freezing Headbutt"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.""}, {""card_id"": ""731"", ""move_name"": ""Tackle"", ""cost"": ""{W}●●"", ""damage"": ""90"", ""damage_int"": 90, ""effect"": """"}]",2
732,Magnemite,MEG,45,Basic Pokemon,,,,70,{L},{F},,1,70,1,"[{""card_id"": ""732"", ""move_name"": ""Beam"", ""cost"": ""{L}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",1
733,Magneton,MEG,46,Stage 1 Pokemon,,,Magnemite,90,{L},{F},,2,90,2,"[{""card_id"": ""733"", ""move_name"": ""Thunder Shock"", ""cost"": ""{L}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.""}]",1
734,Magnezone,MEG,47,Stage 2 Pokemon,,,Magneton,160,{L},{F},,3,160,3,"[{""card_id"": ""734"", ""move_name"": ""Upper Spark"", ""cost"": ""{L}"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""If this Pokemon evolved from Magneton during this turn, this attack does 120 more damage.""}, {""card_id"": ""734"", ""move_name"": ""Flashing Bolt"", ""cost"": ""{L}{L}"", ""damage"": ""160"", ""damage_int"": 160, ""effect"": ""During your next turn, this Pokemon can’t use Flashing Bolt.""}]",2
735,Raikou,MEG,48,Basic Pokemon,,,,120,{L},{F},,1,120,1,"[{""card_id"": ""735"", ""move_name"": ""Electro Fall"", ""cost"": ""{L}{L}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""If you have at least 4 {L} Energy in play, this attack does 90 more damage.""}]",1
736,Electrike,MEG,49,Basic Pokemon,,,,70,{L},{F},,1,70,1,"[{""card_id"": ""736"", ""move_name"": ""Thunder Jolt"", ""cost"": ""{L}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This Pokemon also does 10 damage to itself.""}]",1
737,Mega Manectric ex,MEG,50,Stage 1 Pokemon,Mega Pokemon ex,,Electrike,330,{L},{F},,,330,,"[{""card_id"": ""737"", ""move_name"": ""Flash Ray"", ""cost"": ""{L}{L}"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""During your opponent’s next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon.""}, {""card_id"": ""737"", ""move_name"": ""Riotous Blasting"", ""cost"": ""{L}{L}{L}"", ""damage"": ""200"", ""damage_int"": 200, ""effect"": ""You may discard all Energy from this Pokemon and have this attack do 130 more damage.""}]",2
738,Pachirisu,MEG,51,Basic Pokemon,,,,70,{L},{F},,1,70,1,"[{""card_id"": ""738"", ""move_name"": ""Electrified Incisors"", ""cost"": ""{L}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""During your opponent’s next turn, whenever they attach an Energy card from their hand to the Defending Pokemon, place 8 damage counters on that Pokemon.""}]",1
739,Helioptile,MEG,52,Basic Pokemon,,,,70,{L},{F},,1,70,1,"[{""card_id"": ""739"", ""move_name"": ""Double Scratch"", ""cost"": ""●"", ""damage"": ""10×"", ""damage_int"": 10, ""effect"": ""Flip 2 coins. This attack does 10 damage for each heads.""}]",1
740,Heliolisk,MEG,53,Stage 1 Pokemon,,,Helioptile,120,{L},{F},,1,120,1,"[{""card_id"": ""740"", ""move_name"": ""Dazzle Blast"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""Your opponent’s Active Pokemon is now Confused.""}, {""card_id"": ""740"", ""move_name"": ""Head Bolt"", ""cost"": ""{L}●"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": """"}]",2
741,Abra,MEG,54,Basic Pokemon,,,,50,{P},{D},{F},1,50,1,"[{""card_id"": ""741"", ""move_name"": ""Teleportation Attack"", ""cost"": ""{P}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Switch this Pokemon with 1 of your Benched Pokemon.""}]",1
